name,genre,trailer,poster
"North by Northwest","Adventure,Drama,Mystery","https://www.youtube.com/watch?v=cPNiwc3ogIo","https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_.jpg"
"Heat","Action,Crime,Drama","https://www.youtube.com/watch?v=14oNcFxiVaQ","https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_.jpg"
"Citizen Kane","Drama,Mystery","https://www.youtube.com/watch?v=lkYhWses6pQ","https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_.jpg"
"Up","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=ORFWdXl_zJ4","https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg"
"M","Crime,Mystery,Thriller","https://www.youtube.com/watch?v=nsVproWjN6c","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg"
"Full Metal Jacket","Drama,War","https://www.youtube.com/watch?v=3Un-WBlVHPw","https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_.jpg"
"Vertigo","Mystery,Romance,Thriller","https://www.youtube.com/watch?v=95o-QM-lz8g","https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_.jpg"
"Amélie","Comedy,Romance","https://www.youtube.com/watch?v=2UT5xaAfxWU","https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_.jpg"
"A Separation","Drama","https://www.youtube.com/watch?v=58Onuy5USTc","https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_.jpg"
"To Kill a Mockingbird","Crime,Drama","https://www.youtube.com/watch?v=4-CrrtYjrbM","https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_.jpg"
"A Clockwork Orange","Crime,Sci-Fi","https://www.youtube.com/watch?v=vN-1Mup0UI0","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg"
"Die Hard","Action,Thriller","https://www.youtube.com/watch?v=gYWvwkXreaI","https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg"
"Like Stars on Earth","Drama,Family","https://www.youtube.com/watch?v=tn_2Ie_jtX8","https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_.jpg"
"The Sting","Comedy,Crime,Drama","https://www.youtube.com/watch?v=_nAIb_J9T5M","https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg"
"Indiana Jones and the Last Crusade","Action,Adventure","https://www.youtube.com/watch?v=xV7qk3nuoUU","https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg"
"Oppenheimer","Biography,Drama,History","https://www.youtube.com/watch?v=bK6ldnjE3Y0","https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg"
"Metropolis","Drama,Sci-Fi","https://www.youtube.com/watch?v=ZAvzaOxDt2c","https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg"
"Snatch","Comedy,Crime","https://www.youtube.com/watch?v=ni4tEtuTccc","https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg"
"1917","Action,Drama,War","https://www.youtube.com/watch?v=UcmZN0Mbl04","https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg"
"L.A. Confidential","Crime,Drama,Mystery","https://www.youtube.com/watch?v=kF2btFEyKrA","https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg"
"Bicycle Thieves","Drama","https://www.youtube.com/watch?v=H2P4xo9kmPM","https://m.media-amazon.com/images/M/MV5BZTQzYTIxYzItYmQ5YS00MmFhLWEyMjItNTBhMTRmM2Y5MDJhXkEyXkFqcGc@._V1_.jpg"
"Downfall","Biography,Drama,History","https://www.youtube.com/watch?v=Bp1RXmM1-60","https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg"
"Dangal","Action,Biography,Drama","https://www.youtube.com/watch?v=x_7YlGv9u1g","https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg"
"Taxi Driver","Crime,Drama","https://www.youtube.com/watch?v=S7ORyD-e7-0","https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg"
"Hamilton","Biography,Drama,History","https://www.youtube.com/watch?v=DSCKfXpAGHc","https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg"
"The Wolf of Wall Street","Biography,Comedy,Crime","https://www.youtube.com/watch?v=iszwuX1AK6A","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg"
"Batman Begins","Action,Crime,Drama","https://www.youtube.com/watch?v=FiL1_5DWV7Y","https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg"
"Green Book","Biography,Comedy,Drama","https://www.youtube.com/watch?v=QkZxoko_HC0","https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg"
"For a Few Dollars More","Drama,Western","https://www.youtube.com/watch?v=bNt9NcLteoU","https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_.jpg"
"Judgment at Nuremberg","Drama,War","https://www.youtube.com/watch?v=T3taV43-lGc","https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg"
"The Truman Show","Comedy,Drama","https://www.youtube.com/watch?v=N1VlDVRiFrk","https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_.jpg"
"Some Like It Hot","Comedy,Music,Romance","https://www.youtube.com/watch?v=vvgWJ4VRwrg","https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_.jpg"
"Shutter Island","Drama,Mystery,Thriller","https://www.youtube.com/watch?v=qdPw9x9h5CY","https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_.jpg"
"The Kid","Comedy,Drama,Family","https://www.youtube.com/watch?v=O5WXokyub-4","https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg"
"The Father","Drama,Mystery","https://www.youtube.com/watch?v=4TZb7YfK-JI","https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg"
"All About Eve","Drama","https://www.youtube.com/watch?v=MILphnfj2mo","https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg"
"Jurassic Park","Action,Adventure,Sci-Fi","https://www.youtube.com/watch?v=Rz_FvTXa_qY","https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg"
"There Will Be Blood","Drama","https://www.youtube.com/watch?v=0FIm5ATyAY0","https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg"
"Casino","Crime,Drama","https://www.youtube.com/watch?v=zFUKn_75m1o","https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg"
"The Sixth Sense","Drama,Mystery,Thriller","https://www.youtube.com/watch?v=VG9AGf66tXM","https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg"
"Ran","Action,Drama,War","https://www.youtube.com/watch?v=YwP_kXyd-Rw","https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg"
"Top Gun: Maverick","Action,Drama","https://www.youtube.com/watch?v=qSqVVswa420","https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg"
"No Country for Old Men","Crime,Drama,Thriller","https://www.youtube.com/watch?v=A0oNrgumrlE","https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg"
"The Thing","Horror,Mystery,Sci-Fi","https://www.youtube.com/watch?v=ySvzHdtCiWE","https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg"
"Pan's Labyrinth","Drama,Fantasy,War","https://www.youtube.com/watch?v=jVZRnnVSQ8k","https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg"
"Unforgiven","Drama,Western","https://www.youtube.com/watch?v=amE57OniG9Y","https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg"
"A Beautiful Mind","Biography,Drama,Mystery","https://www.youtube.com/watch?v=WFJgUm7iOKw","https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg"
"Kill Bill: Vol. 1","Action,Crime,Thriller","https://www.youtube.com/watch?v=d48qtYoeIqE","https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg"
"The Treasure of the Sierra Madre","Adventure,Drama,Western","https://www.youtube.com/watch?v=1DwXNmorsa0","https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg"
"Prisoners","Crime,Drama,Mystery","https://www.youtube.com/watch?v=2SupordEUpw","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg"
"Yojimbo","Action,Drama,Thriller","https://www.youtube.com/watch?v=nazk6Zpm_Ks","https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg"
"Finding Nemo","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=SPHfeNgogVs","https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg"
"The Great Escape","Adventure,Drama,Thriller","https://www.youtube.com/watch?v=M2bEzJFVdQ4","https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg"
"Howl's Moving Castle","Adventure,Animation,Family","https://www.youtube.com/watch?v=iwROgK94zcM","https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg"
"Monty Python and the Holy Grail","Adventure,Comedy,Fantasy","https://www.youtube.com/watch?v=4b52A3sKz-I","https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg"
"The Elephant Man","Biography,Drama","https://www.youtube.com/watch?v=AF9gNKJi79g","https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_.jpg"
"Dial M for Murder","Crime,Drama,Mystery","https://www.youtube.com/watch?v=_rLa7HIkkQc","https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg"
"Gone with the Wind","Drama,Romance,War","https://www.youtube.com/watch?v=0dTsfsr6-X8","https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg"
"Klaus","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=taE3PwurhYM","https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_.jpg"
"Rashomon","Crime,Drama,Mystery","https://www.youtube.com/watch?v=L2E_DfExUmU","https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_.jpg"
"Chinatown","Drama,Mystery,Thriller","https://www.youtube.com/watch?v=T37QkBc4IGY","https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg"
"The Secret in Their Eyes","Drama,Mystery,Romance","https://www.youtube.com/watch?v=dcK7WvdNSBc","https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg"
"Lock, Stock and Two Smoking Barrels","Comedy,Crime","https://www.youtube.com/watch?v=HY7mRdQuUSw","https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg"
"V for Vendetta","Action,Drama,Sci-Fi","https://www.youtube.com/watch?v=V5VGq23aZ-g","https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg"
"Inside Out","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=_MC3XuMvsDI","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg"
"Three Billboards Outside Ebbing, Missouri","Comedy,Crime,Drama","https://www.youtube.com/watch?v=Jit3YhGx5pU","https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg"
"The Bridge on the River Kwai","Adventure,Drama,War","https://www.youtube.com/watch?v=RlC7XBayj0s","https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg"
"Trainspotting","Drama","https://www.youtube.com/watch?v=KhGT6itWByA","https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_.jpg"
"The Wild Robot","Animation,Sci-Fi","https://www.youtube.com/watch?v=67vbA5ZJdKQ","https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_.jpg"
"Catch Me If You Can","Biography,Crime,Drama","https://www.youtube.com/watch?v=71rDQ7z4eFg","https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg"
"Raging Bull","Biography,Drama,Sport","https://www.youtube.com/watch?v=F2UKuKxCJqc","https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_.jpg"
"Fargo","Crime,Drama,Thriller","https://www.youtube.com/watch?v=ju75Sd4yAZw","https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg"
"Warrior","Action,Drama,Sport","https://www.youtube.com/watch?v=I5kzcwcQA1Q","https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg"
"Harry Potter and the Deathly Hallows: Part 2","Adventure,Family,Fantasy","https://www.youtube.com/watch?v=mObK5XD8udk","https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg"
"Gran Torino","Drama","https://www.youtube.com/watch?v=F8zue_BzNsw","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg"
"Million Dollar Baby","Drama,Sport","https://www.youtube.com/watch?v=shbZOZmoyF0","https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg"
"My Neighbor Totoro","Animation,Comedy,Family","https://www.youtube.com/watch?v=srW-wajSxog","https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg"
"Mad Max: Fury Road","Action,Adventure,Sci-Fi","https://www.youtube.com/watch?v=YWNWi-ZWL3c","https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg"
"Spider-Man: No Way Home","Action,Adventure,Fantasy","https://www.youtube.com/watch?v=WgU7P6o-GkM","https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg"
"Ben-Hur","Adventure,Drama","https://www.youtube.com/watch?v=f2y1gDeZ230","https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg"
"Barry Lyndon","Adventure,Drama,War","https://www.youtube.com/watch?v=9lzSoKOs1fc","https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg"
"Children of Heaven","Drama,Family,Sport","https://www.youtube.com/watch?v=dqxvZeQsVzY","https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg"
"Dead Poets Society","Comedy,Drama","https://www.youtube.com/watch?v=rLCJaTDdWtw","https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg"
"12 Years a Slave","Biography,Drama,History","https://www.youtube.com/watch?v=z02Ie8wKKRg","https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg"
"Before Sunrise","Comedy,Drama,Romance","https://www.youtube.com/watch?v=jGvcbSabADM","https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg"
"The Grand Budapest Hotel","Comedy,Drama","https://www.youtube.com/watch?v=1Fg5iWmQjwk","https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg"
"Blade Runner","Action,Drama,Sci-Fi","https://www.youtube.com/watch?v=iYhJ7Mf2Oxs","https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg"
"Hacksaw Ridge","Biography,Drama,History","https://www.youtube.com/watch?v=s2-1hz1juBI","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg"
"Gone Girl","Drama,Mystery,Thriller","https://www.youtube.com/watch?v=2-_-1nJf8Vg","https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg"
"Memories of Murder","Crime,Drama,Mystery","https://www.youtube.com/watch?v=pliylHilD_U","https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg"
"Ratatouille","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=-tNqfcZKn6k","https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg"
"In the Name of the Father","Biography,Crime,Drama","https://www.youtube.com/watch?v=H0ff5KjZ7vM","https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg"
"Monsters, Inc.","Adventure,Animation,Comedy","https://www.youtube.com/watch?v=6tCxnHCqqxg","https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg"
"The Gold Rush","Adventure,Comedy,Drama","https://www.youtube.com/watch?v=kDlEvaKBkhU","https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg"
"How to Train Your Dragon","Action,Adventure,Animation","https://www.youtube.com/watch?v=1huZhKwhIQc","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg"
"Wild Tales","Comedy,Drama,Thriller","https://www.youtube.com/watch?v=Utq0aDEp084","https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg"
"I'm Still Here","Biography,Drama,History","https://www.youtube.com/watch?v=gDunV808Yf4","https://m.media-amazon.com/images/M/MV5BM2FjMjBiZjgtZDkyYy00YTRlLTk5N2QtODE2ZWIyYWE0Yzg0XkEyXkFqcGc@._V1_.jpg"
"Sherlock Jr.","Action,Comedy,Romance","https://www.youtube.com/watch?v=JSEK1NUPrGA","https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg"
"Jaws","Adventure,Drama,Horror","https://www.youtube.com/watch?v=YIhxgIZJSbk","https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg"
"Mary and Max","Animation,Comedy,Drama","https://www.youtube.com/watch?v=kGATShQbydk","https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg"
"The Deer Hunter","Drama,War","https://www.youtube.com/watch?v=g7q1SjVdsNk","https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg"
"The General","Action,Adventure,Comedy","https://www.youtube.com/watch?v=rBWdhiOUyEw","https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg"
"Ford v Ferrari","Action,Biography,Drama","https://www.youtube.com/watch?v=zyYgDtY2AMY","https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg"
"The Wages of Fear","Adventure,Drama,Thriller","https://www.youtube.com/watch?v=ZYDZ3vNa-MQ","https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg"
"On the Waterfront","Crime,Drama,Thriller","https://www.youtube.com/watch?v=boekTHsOIY8","https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg"
